volume,book,raw_entry
II,14,"WILLIAM DANDRIDGE, Esqr., 487
acs. (N. L.), Hanover Co; 28 Sept.
1728, p. 1. Adj. Capt. West; Drumond
& Scot's line; Capt. Crawford; & Mr.
Chiswell. 50 Shill,"
II,14,"DAVID MERIWETHER, GENT.,
200 acs. (N. L.), Hanover Co; 28 Sept.
1728, p. 2. On both sides of Dirty Sw;
on N. side the Southanna (Riv.); adj.
Major Meriwether. 20 Shill,"
II,14,"WILLIAM MERIWETHER, of New
Kent Co; 400 acs. (N. L.), Hanover
Co; 28 Sept. 1728, p. 2. On both sides
the Southanna (Riv.); adj. Col. Meriwether; on Indian Creek. 40 Shill."
II,14,"WILLIAM RICE, 400 acs. (N. L.),
Hanover Co; 28 Sept. 1728, p. 2. Beg.
at land of Owen, an Orphan,
between the main & W. fork of Hiccory
Bear Cr. 40 Shill."
II,14,"JOHN BUNCH,, 400 acs. (N. L.),
Hanover Co; 28 Sept. 1728, p. 3. Beg.
on N. side the Southanna (Riv.), opposite Col. Meriwether; to Hudson's
Cr. 40 Shill."
II,14,"GILBERT: GIBSON, 400 acs. (N.
L.), Hanover Co; 28 Sept. 1728, p. 3.
Adj. Capt. Clark, on N. side the Southanna River. 40 Shill."
II,14,"TIMOTHY THORP, 125 acs. (N.
L.), Isr-of Wight Co; 28 Sept, 1728,
p. 4. On N. side the Three Creeks;
corner of Thomas Smith. 15 Shill."
II,14,"WILLIAM TURNER, 125 acs, (N.
L.), Is. of Wight Co; 28 Septr 1728,
_ A. Si side of Nottoway Riv; on S.
side of Ridly’s Branch. 15 Shill."
II,14,"THOMAS DELOACH, 175 acs. (N.
x, 4s. of Wight Co; 28 Sept. 1728, p.
5. S. side the main Black Water Sw;
& on S. side the Lightwood Sw. 20
Shill."
II,14,"WILLIAM DUGLASS, 100 acs. (N.
L.), Is. of Wight Co; 28 Sept. 1728.
p. 5. S. side of Maherin Riv; on SW
side of the Gr. Swamp; adj. Thomas
Reves’ land. 10 Shill."
