volume,book,raw_entry
II,12,"EBENEZAR ADDAMS, GENT., of
New Kent Co; 368 acs. (N. L.), Henrico Co; N. side of James Riv; 9 July
1724, p, 2. Adj. Ralph Hudspit’s line,
ear. of Amos Lad’s land. 40 Shill."
II,12,"MAJ. THOMAS RANDOLPH,
GENT., 363 acs. (N. L.), Henrico Co;
on N. side of the Flue Anna (Riv.);
adj. land of Mr. Thomas Crooke, dec’d;
9 July 1724, p. 3. 40 Shill,"
II,12,"CONSTANTINE PERKINS, 347 A.,
3 R., & 20 P, (N. L.), Henrico Co; beg.
in his own line; & crossing br. of
Beaverdam Cr; 9 July 1724, p. 3. 35
Shill."
II,12,"JOHN WORSHAM, JUNR., 400 acs.
(N. L.), Henrico Co; on N. side of
Appamattock Riv; beg. on W, side of
low. Sappony Cr; 9 July 1724, p. 4. 40
Shill,"
II,12,"HENRY CLAY, 200 acs. (N. L.),
Henrico Co; N. side of Appamattock
Riv; ber. at his own land; to S. side of
Horse Pen Br; 9 July 1724, p. 4. 20
Shill."
II,12,"SAME. 400 acs, (N. L.), same Co.,
& date; p. 5. N. side of Appamattock
Riv; beg. on E. side of the main Fiting
Cr. 40 Shill."
II,12,"SAME. 400 acs. (N. L.), same Co.,
date & page. 40 Shill."
II,12,"JOHN PRIDE, 400 acs. (N. L.),
Henrico Co; on the main br. of Swift
Cr., above the Beaver Ponds; crossing
Geneto Br; 9 July 1724, p. 6. 40 Shill."
II,12,"CONSTANT PERKINS, 250 acs. (N.
L.), Henrico Co; N. side of James Riv;
beg. on W. side of the main Br. of
Se eedaia Cr; 9 July 1724, p. 6. 25
Shill."
II,12,"SAME. 250 acs. (N. L.), same Co.,
& date; p. 7. N. side James Riv., at his
own land. 25 Shill."
II,12,"THOMAS NEALE, 350 acs. (N. L.),
Henrico Co; N. side of Appamattock
Riv; beg. at his own & land of John
Pattison; down the main Nooneing Cr;
9 July 1724, p. 7. 35 Shill."
II,12,"GODFREY FOWLER, 300 acs. (N.
L.), Henrico Co; N. side of Appamattock Riv; beg, on E. side of a br. of
Nooneing Cr; to N. side of More’s Br;
9 July 1724, p. 8. 30 Shill."
II,12,"HENRY WALTHALL, 400 acs. (N.
L.), Henrico Co; N. side of Appamattock Riv; beg. in John Hatcher’s line
on E. side the up. Sappony Cr; 9 July
1724, p. 9. 30 Shill."
II,12,"JAMES CASSON, 200 acs. (N. L.),
Henrico Co; N. side of Appamattock
Riv; beg. at John Ealam’s corner; 9
July 1724, p. 9. 20 Shill."
II,12,"JOHN PATTISON, 350 acs. (N.
L.), Henrico Co; N. side of Appamattock Riv; beg. at his own & land of
Thomas Neale; to E. side of Nooneing
Cr; 9 July 1724, p. 10. 35 Shill."
