volume,book,raw_entry
V,20,"JAMES MERIDETH, 400 acs.
Hanover Co. on both sides the
North fork of Rocky Cr., adj.
Joseph Keaton; 15 Oct 1741 in the
15th Year of our Reign of George
the Second, William Gooch Esquire
our Lieutenant Governor and
Commander in Chief of our Colony
and Dominion at Williamsburgh,
p.l. £2."
V,20,"FOREST GREEN, 284 acs.
Hanover Co. on both sides of
Foster’s Cr., adj. Green & Roger
Thomson; 15 Oct 1741, p.2.
£1.S10."
V,20,"THOMAS MASSIE, 68 acs.
Goochland Co. among the Brs. of
the little Byrd Cr., adj. sd Thomas
Massie & Thomas Massie dec’d; 15
Oct 1741, p.3. 10 Shill."
V,20,"JOHN WRIGHT, 150 acs. Is. of
Wight Co. on the N side of
Meherin Riv.; by Buckhorn Sw.,
Farrows Br. & the Windfall
Pocoson; 15 Oct 1741, p.5. 15
Shill."
V,20,"THOMAS SICKS, 42 acs. of
Cypress Sw. Land in Norfolk Co.,
adj. Richard Jolliff; 15 Oct 1741,
p.6. 5 Shill."
V,20,"PATRICK DEMPSIE, 100 acs.
Surry Co. on the N_ side of
Nottoway Riv., up Hardwood Run,
by the County line [S60°W] & the
College line [S40°E], adj. Colonel
Cocke; 15 Oct 1741, p.7. 10 Shill."
V,20,"JOHN MOSS, 400 acs. Goochland
Co. among the Brs. of Byrd Cr.,
adj. Thomas Massie dec’d; 15 Oct
1741, p.9. £2.
JOHN WILLIAMSON, 1,165 acs.
Goochland Co. on both sides of
Meadow Cr. & its brs. on the S
side of Rivanna Riv., adj. Thomas
Moorman; 15 Oct 1741, p.10. £6."
V,20,"THOMAS WESTMORELAND,
595 acs. Pr. Geo. Co. crossing
Smith’s Run & licking Place br.;
adj. his own, McKinny, Wall,
Brookes, Joseph Wall [the Land he
lives on, his 1st Survey], Joseph
Westmoreland from Harrison, John
High & sd Westmorelands fence;
15 Oct 1741, p.11. £3."
V,20,"SAMUEL WESTBROOK, 900 acs.
Is. of Wight Co. on the N side of
Meherin Riv. & down Dunn’s br.;
adj. his old lines, Thomas Harris &
Joshua Cloyd; 15 Oct 1741, p.13.
£4.S10."
V,20,"PHILIP PRYOR, 386 acs. Amelia
Co. on the Ridge bet. the Brs. of
Great Nottoway & the Brs. of Little
Nottoway; adj. Bolling [his Little
Survey], Henry Thweat & John
Ellis; 15 Oct 1741, p.15. £2."
V,20,"ROBERT WYNNE, Gentleman,
234 acs. Pr. Geo. Co. on the S side
of Stony Cr.; adj. his own line,
Capt. Joseph Wynne & Smith; 15
Oct 1741, p.16. £1.S5."
V,20,"JOHN FITZGERRALD, 630 acs.
Amelia Co. on the lower side of
the Saylors Cr., Beg. upon the sd
Cr. below the Mouth of a Large
Br. below the remarkable good
Land, near a Spring; 15 Oct 1741,
p.18. £3.85. [Included in PB 25
p.171 to John Nash]"
V,20,"ABRAHAM JONES, 103 acs. Pr.
Geo. Co. on the upper side of the
Great Run, in a Slash; adj.
Abraham Jones Jr., Robert Bolling
and Evans Alias Ravenscroft’s; 15
Oct 1741, p.19. 10 Shill."
V,20,"WILLIAM BROWN, 400 acs.
Amelia Co. on both sides of
Morton’s Cr. of Bush Riv.; 15 Oct
1741, p.20. £2. [Included in
Edward Mackgehee’s PB 24 p.594
& PB 26 p.464]"
