volume,book,raw_entry
IV,19,"JOHN HUDSON, 838 acs. Amelia
Co. on both sides of Sandy Riv., a
Little above the Beaverponds; 12
Mar 1739/40, p.567. for the Imp.
of 2 Pers. whose Names are John
Story & Elizabeth Story as also for
£3.815."
IV,19,"SAMUEL HUDSON, 288 acs.
Amelia Co. on both sides of Sandy
Riv., down Haw br.; adj. Ligon,
Molton [Morton], & Rutlidge; 12
Mar 1739/40, p.568. £1.S10."
IV,19,"ROBERT ABERNATHY, 376 acs.
Pr. Geo. Co., S side of Sappony
Cr., on the Upper side the Main
Road; adj. his own & Col.
Munford; 12 Mar 1739/40, p.569.
£1.S10. 100 acs. part formerly
Gtd sd Abernathy by Pat. 15 Jul
1717 [PB 10 p.335]."
IV,19,"JOSEPH BAUGH, 400 acs.
Goochland Co. on the brs. of Swift
Cr., on Henrico Co. Line
[S51°W]; adj. Thomas Baugh &
Joseph Baugh; 12 Mar 1739/40,
p.570. £2."
IV,19,"THOMAS BAYLEY, 365 acs.
Goochland Co. on a br. of the Byrd
Cr. called Bayleys Run, adj.
Abraham Venables;
1739/40, p.571. £2.
12. Mar"
IV,19,"CHARLES CLAY, SENIOR, 304
acs. Amelia Co. on the lower side
of Deep Cr.; adj. Thomas Booth,
John Clay, Robert Davis, Munford,
Coleman, Tucker, & Peter Jones;
12 Mar 1739/40, p.573. £1.S10."
IV,19,"CHARLES CLAY, SENIOR, 300
acs. Amelia Co. on the lower side
of Deep Cr.; adj. Peter Jones,
Richard Jones, Abraham Jones &
William Tucker; 12 Mar 1739/40,
p.574. £1.S10."
IV,19,"ANNE CHAPMAN, 400 acs.
Goochland Co. on the brs. of the
Byrd Cr. bounded by William
Martin & Mr Abraham Venable; 12
Mar 1739/40, p.575. £2."
IV,19,"GILBERT EALOM, 440 acs.
Henrico Co., S side of James Riv.,
adj. John Pride; 12 Mar 1739/40,
p.576. £2.85."
IV,19,"PETER GILL, 180 acs. Henrico
Co., N side of Appamattox Riv. &
N side of the Main br. of the old
Town Cr.; adj. sd Gill, Mr Richard
Herbert, Seth Perkinson, Benjamin
Dison, Stephen Gill & William
Stiles; 12 Mar 1739/40, p.577. £1."
IV,19,"JAMES FARGUSON/Fargusson,
1,200 acs. Amelia Co., S side of
Hurricane Sw., above the Road,
crossing the long br.; adj. Jones,
Leveritt & Michell; 12 Mar
1739/40, p.579. £6."
IV,19,"WILLIAM FEATHERSTONE,
JUNIOR, 321 acs. Pr. Geo. Co. on
the lower of side white Oak Sw.,
on the Beaver Ponds of sd Sw.,
down Cabbin Br.; adj. Robert West
& Hugh Reece; 12 Mar 1739/40,
p.580. £1.S15."
IV,19,"JOHN GREGORY, 350 acs. Is. of
Wight Co., S side of Seacock Sw.,
in the head of the Scrubby neck
br.; adj. George Branch, Joseph
Philips, John Washington, William
Washington & sd John Gregory; 12
Mar 1739/40, p.581. £1.S15."
IV,19,"WILLIAM HILL, 400 acs., Amelia
Co. on both sides of Vaughan’s
Cr., adj. Wingfield; 12 Mar
1739/40, p.583. £2."
IV,19,"WILLIAM HARRIS, 350 acs.
Goochland Co. on the brs. of
Beaverdam Cr. of the N side of
James Riv., S side of Castle br.;
adj. Edward Curd, Thomas Word,
John Symm dec’d, Timothy Rich
dec’d, William Walker, & Philip
Walker; 12 Mar 1739/40, p.584.
£1.S15."
IV,19,"JOSEPH HARWOOD, 330 acs. Is.
of Wight Co., S side of Nottoway
Riv., N side of Poplar Sw.; adj.
Owen Mirack & Robert Wallace;
12 Mar 1739/40, p.585. £1.S15."
IV,19,"THOMAS HACKETT, 1,200 acs.
Hanover Co. on both sides the
South Br. of the N of James Riv.;
adj. Matthew Whittle, Anthony
Pouncy, Majr. Henry & James
Coleman; 12 Mar 1739/40, p.587.
£6."
